Prix,Titre,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,Équipements
132000.0,renault clio 5,2021,Manuelle,Diesel,135000.0,Renault,Clio,5,WW au Maroc,Oui,6 CV,Très bon,"Airbags, Climatisation, Jantes aluminium"
172000.0,jeep renegade,2018,Automatique,Diesel,135000.0,Jeep,Renegade,5,WW au Maroc,Non,6 CV,Excellent,"ABS, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
49000.0,fiat ponto,2002,Manuelle,Essence,12500.0,Fiat,Punto,5,WW au Maroc,Oui,7 CV,Excellent,Aucun
125000.0,Volkswagen polo,2013,Automatique,Diesel,225000.0,Volkswagen,Polo,5,Dédouanée,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
60000.0,fiat doblo,2009,Manuelle,Diesel,77500.0,Fiat,Doblo,5,WW au Maroc,Non,5 CV,Très bon,"Verrouillage centralisé à distance, Vitres électriques"
118000.0,Ford fiesta trend plus diesel 09/2017,2017,Manuelle,Diesel,115000.0,Ford,Fiesta,5,WW au Maroc,Non,6 CV,Excellent,Aucun
138000.0,Dacia Sandero l3amra,2022,Manuelle,Diesel,97500.0,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
305000.0,Jeep Compass Hybride Limited 2023 à Casablanca,2023,Automatique,Hybride,42500.0,Jeep,Compass,5,WW au Maroc,Oui,8 CV,Excellent,Aucun
159000.0,Fiat 500 Essence Automatique 2024 à Casablanca,2024,Automatique,Essence,12500.0,Fiat,500,3,WW au Maroc,Oui,7 CV,Excellent,Aucun
170000.0,Mercedes-Benz Classe GLK Diesel Automatique 2013,2013,Automatique,Diesel,225000.0,Mercedes-Benz,Classe GLK,5,WW au Maroc,Non,9 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques"
320000.0,Sharan 2.0L TDI - 7 places,2017,Automatique,Diesel,145000.0,Volkswagen,Sharan,5,Dédouanée,Oui,8 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
148998.0,Renault Express Diesel Manuelle 2022 à Casablanca,2022,Manuelle,Diesel,87500.0,Renault,Express,5,WW au Maroc,Non,6 CV,Excellent,Aucun
65000.0,Renault symbole essence,2013,Manuelle,Essence,195000.0,Renault,Symbol,5,WW au Maroc,Non,7 CV,Très bon,"ABS, Airbags, Climatisation, Jantes aluminium, Radar de recul, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
45000.0,volkswagen,2002,Manuelle,Essence,225000.0,Volkswagen,Bora,5,WW au Maroc,Non,9 CV,Bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
